folioviv,num_refri,num_radio,num_tva,num_tvd,telefono,celular,num_estuf
1515930801,1,1,0,1,1,1,1
1515930802,1,0,0,4,1,1,1
1515930804,0,0,1,2,2,1,1
1515930805,1,1,1,0,2,1,1
1515930806,1,1,0,1,2,1,1
1515931203,1,0,0,2,1,1,1
1515931205,1,0,1,0,2,1,1
1515931206,1,0,1,0,2,1,1
1515959602,0,0,0,0,2,1,1
1515959603,1,0,0,2,2,1,1
1522987503,1,0,1,1,2,1,1
1522987504,0,1,1,0,2,2,0
1522987505,1,0,1,1,2,1,1
1523077401,1,0,0,1,2,1,1
1523077402,1,0,1,0,2,1,1
1523077404,1,0,0,1,1,2,2
1523077405,1,0,3,1,1,1,1
1523077406,1,0,0,1,2,1,1
1523139201,1,0,1,1,2,2,1
1523139202,1,0,0,1,2,2,1
1523139203,1,0,0,2,2,2,1
1523139204,1,1,1,0,2,2,1
1523139206,1,0,2,1,2,2,1
1523155601,0,1,0,1,1,2,1
1523155602,1,0,0,1,2,1,1
1523155603,1,0,0,2,2,1,1
1523155604,1,0,2,2,1,1,1
1523155605,1,0,0,1,1,1,1
1523155606,0,0,1,0,2,2,1
1523277701,1,0,1,1,2,1,1
1523277702,1,0,0,2,1,1,1
1508800201,1,0,0,1,2,1,1
1508800202,1,0,1,1,2,1,1
1508800203,1,0,1,1,1,2,1
1508800204,1,0,1,1,2,1,1
1508800206,1,1,0,1,1,1,1
1508881602,1,0,0,2,1,1,1
1508881603,1,0,2,1,1,1,1
1508881605,1,0,0,3,1,1,1
1508953701,1,0,0,1,1,1,1
1508953704,1,0,2,1,1,1,1
1508953706,1,0,2,2,1,1,1
1508974501,1,0,0,2,1,1,2
1508974502,1,0,1,1,1,1,1
1508974503,1,0,0,1,1,1,1
1508974504,1,0,1,0,1,1,1
1508974505,1,0,0,1,1,1,1
1508974506,1,0,0,2,1,1,1
1508997401,1,0,2,0,2,1,1
1508997402,1,0,1,1,1,2,1
1508997404,1,1,0,1,2,1,1
1508997405,1,0,0,1,2,1,1
1560030209,1,0,0,1,2,1,1
1560030210,0,0,0,1,2,1,1
1560030211,1,0,1,1,2,2,1
1560030212,1,0,2,0,2,1,1
1560030313,1,0,1,1,2,1,1
1560030314,1,0,1,1,2,1,1
1560030315,1,0,0,1,2,1,1
1560030316,0,0,0,1,2,2,1
1560030317,1,0,0,1,2,2,1
1560030318,0,1,1,1,2,2,0
1560030419,1,0,0,1,1,1,1
1560030420,0,1,0,1,2,1,1
1560030421,0,0,0,1,2,2,1
1560030422,0,0,1,0,2,1,1
1560030423,0,0,0,1,2,2,0
1560060501,1,0,3,1,2,1,1
1560060502,1,0,0,1,2,1,1
1560060503,0,0,0,2,2,1,1
1560060504,0,0,0,1,2,1,1
1560060505,1,0,0,1,2,1,1
1560060506,1,0,2,0,2,1,1
1515959604,1,0,2,1,1,2,1
1515959605,1,0,0,1,1,2,1
1515959606,1,0,1,1,1,2,1
1516247802,1,0,0,1,2,1,1
1516247805,0,0,0,1,2,1,1
1516247806,1,1,0,1,2,1,1
1516249201,1,0,1,0,2,1,1
1516249202,1,0,2,1,2,1,1
1516249203,1,0,1,1,2,1,1
1516249205,1,0,1,2,1,1,1
1516249206,1,0,1,1,2,1,1
1516367601,1,0,1,0,2,1,1
1516367603,1,0,2,1,1,1,1
1516367604,1,0,0,2,1,1,1
1516367605,1,0,1,1,1,1,1
1516367606,1,0,3,0,2,1,1
1516464701,1,0,1,1,1,1,1
1516464702,0,0,1,0,2,1,1
1516464704,1,0,0,2,1,1,1
1516464705,1,0,2,0,1,1,1
1516464706,1,0,0,1,2,1,1
1523277703,1,0,0,3,1,1,1
1523277706,1,0,0,3,2,1,0
1523320501,1,0,0,1,1,1,1
1523320502,1,0,0,0,1,1,1
1523320503,1,0,0,2,1,1,1
1523320504,1,0,0,1,1,1,1
1523320505,1,0,0,2,1,1,1
1523320506,1,0,0,2,1,1,1
1523384401,1,0,1,0,1,2,1
1523384402,1,0,2,2,1,1,1
1523384403,1,1,2,1,2,1,1
1523384404,0,0,0,0,2,2,1
1523384405,1,1,2,0,1,1,1
1523384406,1,0,1,0,2,1,1
1523410301,1,0,1,1,1,1,1
1523410303,1,0,0,1,1,1,1
1523410304,1,0,0,2,1,1,1
1523410305,1,0,2,0,1,1,1
1523495003,1,0,1,1,1,1,1
1523495004,1,0,0,1,1,1,1
1523495005,1,0,0,2,1,1,1
1509005301,1,0,0,1,2,1,1
1509005302,0,0,0,0,2,1,1
1509005304,1,0,1,0,2,1,1
1509005305,1,1,1,0,1,1,1
1509005306,0,1,1,0,2,1,1
1509017002,1,0,1,1,2,1,1
1509017003,0,0,1,1,1,1,1
1509017004,1,1,0,1,2,1,1
1509017005,1,0,1,0,2,1,1
1509242901,1,0,0,2,1,1,1
1509242903,1,0,0,3,1,1,1
1509242904,1,0,0,3,1,1,1
1509242906,1,0,0,4,2,1,1
1509398801,1,0,0,2,1,1,1
1509398802,1,0,0,1,1,1,1
1509398803,1,0,0,1,2,1,1
1509398805,1,0,0,3,1,1,1
1509398806,1,0,0,3,1,2,1
1509480201,1,0,0,3,1,1,1
1509480203,1,0,2,0,2,1,1
1509480204,1,0,0,1,1,1,1
1560060607,1,0,0,1,2,1,1
1560060608,1,0,1,1,2,1,1
1560060609,0,0,0,0,2,1,1
1560060610,1,0,0,0,2,1,1
1560060611,1,0,2,0,2,1,1
1560060612,0,0,0,2,2,1,1
1560060713,1,0,3,1,2,1,1
1560060714,1,0,2,0,2,1,1
1560060716,2,0,2,3,2,1,1
1560060717,1,0,1,1,2,1,2
1560060718,0,1,0,1,2,1,1
1560060819,1,0,1,1,2,1,1
1560060820,1,0,1,1,2,1,1
1560060821,1,0,2,1,2,1,1
1560060822,1,0,1,1,2,1,1
1560060823,0,1,0,1,2,2,1
1560060824,1,0,1,1,2,1,1
1560078007,0,0,0,1,2,1,0
1560078008,0,0,1,1,2,2,0
1560078009,1,0,1,0,2,1,0
1560078010,0,0,0,1,2,1,1
1516515502,1,0,1,0,2,2,1
1516515503,1,0,1,3,1,1,1
1516515505,1,0,0,2,1,1,1
1516515506,1,0,1,1,1,1,1
1516537402,1,0,0,1,2,1,1
1516537403,1,0,0,1,2,1,1
1516537404,1,0,2,1,1,1,1
1516537406,1,0,0,1,2,1,1
1516586301,1,0,0,1,2,1,1
1516586302,1,0,3,1,1,1,1
1516586303,1,0,0,2,2,1,1
1516586304,1,0,0,2,2,1,1
1516586305,1,0,0,1,2,1,1
1516586306,1,0,0,1,2,1,1
1516778001,1,0,1,1,2,1,1
1516778001,1,0,1,0,2,1,1
1516778002,1,0,0,1,1,1,1
1516778004,1,0,0,1,2,1,0
1516778005,0,0,1,0,2,1,1
1516882902,1,0,0,1,1,1,1
1516882903,0,0,1,0,2,1,1
1523514901,1,0,1,0,2,1,1
1523514902,1,0,1,1,1,1,1
1523514904,1,0,0,2,1,1,1
1523514905,1,0,1,0,1,2,1
1523514906,1,0,1,1,2,1,1
1523578801,1,0,1,0,2,1,1
1523578802,0,0,1,0,1,1,1
1523578803,1,0,1,3,1,1,1
1523578804,1,0,1,0,2,1,1
1523578805,1,0,2,1,1,1,1
1523578806,1,1,1,1,2,1,1
1523684301,1,0,1,1,2,1,1
1523684302,1,1,1,1,2,1,1
1523684303,1,1,1,1,1,1,1
1523684305,1,0,0,1,1,1,1
1523684306,1,0,0,1,2,1,1
1524401001,1,0,0,3,2,1,1
1524401003,0,0,1,1,2,1,1
1524401004,1,0,1,1,2,1,1
1524401006,1,0,1,0,2,1,1
1524491202,1,1,0,2,1,1,1
1509480205,1,0,1,1,2,1,1
1509480206,1,0,0,1,2,1,1
1509599601,1,0,0,0,1,1,1
1509599602,0,0,1,0,2,2,1
1509599603,0,1,1,0,2,1,1
1509599604,1,0,2,0,2,1,1
1509599605,1,0,0,1,2,2,1
1509599606,1,0,0,2,1,1,1
1509897701,1,3,2,2,1,1,1
1509897702,1,0,1,1,1,1,1
1509897703,1,0,0,3,1,1,1
1509897704,1,0,0,2,1,2,1
1509897705,1,0,0,2,2,1,1
1509897706,1,0,0,2,2,1,1
1510210501,1,0,0,2,1,1,1
1510210502,2,0,0,1,1,2,1
1510210503,0,0,0,1,2,2,1
1510210505,1,0,1,0,2,2,1
1510210506,1,0,1,2,1,2,1
1510239402,1,0,0,2,1,1,1
1510239403,1,0,0,2,1,1,1
1560078011,0,1,0,0,2,2,0
1560078012,0,0,0,1,2,2,0
1560078213,0,0,0,0,2,2,0
1560078214,0,0,1,0,2,2,1
1560078215,1,0,1,0,2,1,1
1560078216,0,0,1,0,2,2,0
1560078217,0,0,0,1,2,1,0
1560078218,1,1,0,1,2,1,1
1560078319,0,1,0,0,2,2,1
1560078320,1,0,1,1,1,2,1
1560078321,1,0,1,1,2,1,1
1560078322,1,0,1,0,2,1,1
1560078323,1,0,1,1,1,1,1
1560078324,1,0,0,1,2,1,1
1560078901,0,0,0,1,2,1,1
1560078902,0,0,0,3,2,1,1
1560078903,0,0,1,1,2,1,1
1560078904,0,0,1,1,2,1,1
1560078905,1,1,1,1,2,1,0
1560078906,0,0,1,1,2,1,1
1560156402,1,0,2,0,2,1,1
1516882904,1,0,1,0,2,1,1
1516882905,1,0,0,1,2,1,1
1517008801,1,0,0,3,1,1,1
1517008803,1,0,1,1,1,1,1
1517008804,1,0,0,2,1,1,1
1517008806,1,0,1,1,1,1,1
1517418701,1,0,1,1,1,1,1
1517418702,1,1,2,1,1,1,1
1517418703,1,0,2,1,1,1,1
1517418704,0,0,1,1,2,1,1
1517418705,1,1,0,1,1,2,1
1517418706,1,0,0,1,1,1,1
1517550501,1,0,1,1,1,1,1
1517550502,1,0,0,1,1,1,1
1517550503,1,0,1,2,2,1,1
1517550504,1,0,0,1,1,1,1
1517550506,1,0,2,0,1,1,1
1517655401,1,0,1,1,1,2,1
1517655402,1,0,0,1,2,1,1
1517655403,1,0,1,0,1,1,1
1517655404,1,0,1,1,2,1,1
1524491203,1,0,3,0,1,1,1
1524491204,1,0,1,0,2,1,1
1524491205,1,0,1,1,1,1,1
1524491206,1,0,1,0,2,1,1
1524661419,0,0,2,0,2,2,1
1524661420,0,1,0,1,1,2,0
1524661420,1,0,1,0,2,2,0
1524661421,1,0,1,0,2,1,1
1524661423,1,0,1,1,2,2,0
1524661424,1,1,0,1,2,1,1
1524661513,1,1,0,1,2,1,1
1524661514,0,1,0,1,2,1,1
1524661515,0,0,1,1,2,1,1
1524661516,0,1,0,1,2,2,0
1524661517,0,0,0,1,2,1,1
1524661518,0,0,0,0,2,1,1
1524661601,0,0,1,1,2,2,0
1524661601,0,0,1,1,2,1,1
1524661602,1,0,1,1,1,1,1
1524661603,1,0,1,1,1,2,1
1524661604,1,0,1,1,2,1,1
1510239404,0,0,1,0,2,1,1
1510239406,1,0,0,1,2,1,1
1510449301,1,0,0,2,2,1,1
1510449302,1,0,0,1,2,1,1
1510449305,1,0,0,1,1,1,1
1510449306,1,0,0,1,2,2,1
1510491001,1,0,0,1,2,1,1
1510491002,1,0,0,1,1,1,1
1510491004,1,0,0,2,1,1,1
1510508901,1,0,1,1,1,1,1
1510508902,1,0,0,2,2,1,1
1510508904,0,0,1,0,2,1,1
1510508905,1,0,0,1,2,1,1
1510508906,0,0,0,1,1,1,1
1510559801,1,0,1,0,2,1,1
1510559802,1,0,0,1,1,1,1
1510559803,1,1,0,1,1,1,1
1510559805,1,1,0,1,2,1,1
1510559806,1,0,0,1,2,1,1
1510611201,0,0,0,1,2,1,1
1510611202,1,0,1,1,2,2,1
1560156403,1,1,0,1,2,1,1
1560156404,0,1,0,1,2,2,1
1560156405,1,1,0,1,2,1,1
1560156406,0,0,1,1,2,1,1
1560156510,0,0,1,0,2,2,1
1560156511,1,0,0,1,2,1,1
1560156512,1,0,1,0,2,1,1
1560156613,1,1,0,1,2,1,1
1560156614,1,0,0,1,2,1,1
1560156616,1,0,1,2,2,1,1
1560156618,0,0,1,0,2,1,1
1560156719,1,0,0,1,2,1,1
1560156720,1,0,0,0,2,2,1
1560156721,0,0,1,0,2,1,1
1560156722,1,1,1,0,2,1,1
1560156723,1,0,1,0,2,1,1
1560156724,0,0,0,1,2,1,1
1560176013,0,0,1,1,2,2,1
1560176014,0,0,0,1,2,1,0
1560176015,0,0,0,1,2,1,1
1560176016,0,0,0,1,2,1,0
1517655405,1,0,1,1,1,1,1
1517655406,1,0,0,1,1,1,1
1517741301,1,0,1,0,1,2,1
1517741303,1,0,0,2,1,1,1
1517741304,1,0,0,2,2,1,1
1517741305,1,0,0,2,1,1,1
1517741306,1,0,1,0,2,1,1
1517765002,1,0,1,0,1,2,1
1517765004,1,0,0,1,2,1,1
1517765005,1,0,0,3,1,1,1
1517765006,1,1,1,1,2,2,1
1517784901,1,0,1,1,1,1,1
1517784902,1,0,0,1,1,1,1
1517784903,1,1,1,0,2,1,1
1517819802,0,0,1,1,2,1,1
1517819803,1,0,0,1,1,1,1
1517819804,1,0,1,0,2,1,1
1517819805,1,0,0,2,1,2,1
1517819806,1,1,0,1,1,1,1
1517939203,1,0,2,0,2,1,1
1517939204,1,0,1,1,2,1,1
1524661605,1,0,1,1,2,1,1
1524661606,0,1,0,1,2,1,1
1524661707,0,0,0,1,2,1,1
1524661708,1,1,0,0,2,2,1
1524661709,0,1,0,1,2,1,1
1524661711,1,1,0,0,2,2,0
1524661712,1,0,0,1,2,1,1
1524677213,1,0,0,1,2,1,1
1524677214,0,0,0,0,2,1,1
1524677215,1,0,0,1,2,1,1
1524677216,0,0,1,1,2,1,1
1524677218,1,0,0,0,2,2,1
1524677619,1,0,1,0,2,1,1
1524677620,0,0,0,1,2,1,1
1524677621,1,0,1,1,1,1,1
1524677622,0,0,0,1,2,1,1
1524677623,0,0,1,0,2,1,0
1524677624,1,0,0,1,2,1,1
1524677807,1,0,0,1,2,1,1
1524677808,0,0,0,1,2,1,1
1524677809,0,0,1,1,2,1,1
1510611203,0,0,1,0,2,2,1
1510611204,0,0,1,0,1,1,1
1510611205,1,0,0,1,1,2,1
1510611206,1,0,1,0,2,1,1
1510822601,1,0,0,1,2,1,1
1510822602,1,0,2,1,2,1,1
1510822603,1,0,0,1,2,1,1
1510822604,1,0,0,1,1,1,1
1510822605,1,0,0,2,1,1,1
1510822606,1,1,1,0,1,1,5
1510827701,1,0,1,1,1,1,1
1510827702,1,0,0,0,1,1,1
1510827703,1,0,1,2,1,1,1
1510827704,1,0,2,0,1,2,1
1510827705,0,1,1,0,1,1,1
1510827706,1,0,0,1,2,1,1
1511005501,1,0,0,1,2,1,1
1511005502,1,0,0,1,2,1,1
1511005503,1,0,2,0,1,2,1
1511005504,1,0,1,0,2,1,1
1511005505,1,0,1,2,2,1,1
1560176017,0,0,0,0,2,1,0
1560176018,0,1,0,0,2,1,1
1560176219,0,0,0,1,2,2,1
1560176220,0,0,0,1,2,2,1
1560176221,1,0,1,0,2,1,1
1560176222,0,0,0,1,2,1,1
1560176223,0,0,0,1,2,2,0
1560176224,1,0,0,1,2,1,1
1560176801,1,0,1,1,2,1,1
1560176802,0,0,0,2,2,1,1
1560176803,0,0,0,1,2,1,0
1560176804,1,0,0,1,2,1,1
1560176805,1,0,0,1,2,1,0
1560176806,0,0,0,1,2,1,0
1560176907,0,0,1,0,2,2,1
1560176908,1,0,1,0,2,1,0
1560176909,0,0,0,0,2,2,0
1560176910,0,0,0,0,2,2,0
1560176911,0,0,0,1,2,1,1
1560176912,0,0,0,0,2,1,0
1560192301,1,0,0,0,2,2,1
1517939205,1,0,1,0,2,1,1
1517958601,1,0,1,0,2,1,1
1517958602,1,0,1,0,2,1,1
1517958603,1,0,1,0,1,1,1
1517958604,1,0,1,0,2,1,1
1517958605,1,0,1,1,1,1,1
1517958606,1,0,3,0,2,1,1
1518167701,1,0,3,2,1,1,1
1518167702,0,0,0,2,1,1,1
1518167703,1,0,0,3,1,1,1
1518167704,1,0,0,1,1,1,1
1518243501,1,0,0,2,1,1,1
1518243503,1,0,0,3,1,1,1
1518243504,1,1,1,2,1,1,1
1518243505,1,1,0,2,1,1,1
1518243506,1,0,1,0,2,1,1
1518551401,1,0,0,1,1,1,1
1518551402,1,0,0,2,1,1,1
1518551406,1,0,2,0,1,1,1
1518585301,1,0,0,1,1,2,1
1518585302,1,0,0,1,2,2,1
1524677810,1,1,1,1,2,2,1
1524677811,0,0,0,1,2,1,1
1524677812,0,0,0,1,2,1,1
1524677901,0,0,0,1,2,2,1
1524677902,0,1,0,1,2,1,1
1524677903,0,0,0,1,2,1,1
1524677904,1,0,0,0,2,1,1
1524677905,0,0,1,0,2,1,1
1524677906,1,0,0,1,2,1,1
1524857007,1,0,0,1,1,1,1
1524857008,0,0,0,1,2,1,1
1524857009,0,0,1,0,2,2,1
1524857010,1,0,0,0,2,1,1
1524857012,0,1,0,0,1,2,1
1524857301,1,0,0,1,1,1,1
1524857302,1,0,1,0,2,1,1
1524857303,1,0,1,1,1,1,1
1524857304,0,0,1,0,2,1,1
1524857305,1,1,1,1,2,1,1
1524857819,1,0,0,2,2,1,1
1524857820,1,0,2,1,2,1,1
1511005506,1,0,2,0,2,1,1
1511012401,1,0,0,1,1,1,1
1511012402,1,0,1,1,2,2,1
1511012403,1,1,1,1,1,1,1
1511012404,1,0,0,1,1,2,1
1511012405,1,0,0,1,1,1,1
1511012406,1,0,1,0,1,1,1
1511172301,1,1,1,0,1,1,1
1511172302,1,0,0,2,1,1,1
1511172303,1,1,1,1,1,1,1
1511172305,1,0,0,2,1,1,1
1511172306,1,0,0,1,2,1,1
1511540001,1,0,1,1,2,1,1
1511540002,1,0,0,1,2,2,1
1511540003,1,0,0,0,2,1,1
1511540005,1,0,0,1,1,2,1
1511540006,1,0,1,1,2,2,1
1511705901,1,0,1,3,1,1,1
1511705902,1,1,0,4,1,1,1
1511705903,1,0,0,2,1,1,1
1511705904,1,0,0,1,1,1,1
1560192302,1,0,2,1,2,1,1
1560192303,1,0,0,1,2,1,1
1560192304,1,0,1,0,1,2,1
1560192305,1,1,0,1,2,1,1
1560192305,1,0,1,0,2,1,1
1560192306,0,1,0,0,2,2,1
1560192408,1,0,0,1,2,1,1
1560192409,1,0,0,1,2,2,1
1560192410,1,0,0,1,2,1,1
1560192411,0,0,0,1,2,1,1
1560192412,1,0,1,0,2,1,1
1560192513,1,0,1,0,2,1,1
1560192514,2,1,1,1,2,1,1
1560192515,1,1,1,0,2,1,1
1560192517,1,0,0,1,2,1,1
1560192518,1,0,0,1,2,1,1
1560192619,1,1,1,0,2,1,1
1560192622,1,0,1,0,2,1,1
1560192624,1,0,1,1,2,1,1
1560210019,0,1,0,1,2,2,0
1560210020,1,0,1,0,1,1,1
1518585303,1,0,0,1,2,2,1
1518585304,1,0,0,1,1,1,1
1518585305,1,0,0,1,1,1,1
1518642001,1,0,0,3,1,1,1
1518642002,1,0,1,0,2,2,1
1518642003,1,1,1,0,1,1,1
1518642005,1,1,2,2,2,1,1
1518642006,1,0,0,1,1,1,1
1518658901,1,0,0,0,2,2,1
1518658902,1,0,0,1,1,2,1
1518658903,1,0,1,1,1,2,1
1518658904,1,0,0,1,1,2,1
1518658905,1,0,1,0,2,1,1
1518658906,1,1,1,1,1,2,1
1518697801,1,1,3,2,1,1,1
1518697802,1,0,2,2,1,1,1
1518697803,1,0,0,1,2,2,0
1518697804,1,0,2,1,1,1,1
1518697805,1,0,0,1,2,1,1
1518697806,1,0,2,2,1,1,1
1518709202,1,0,1,1,1,2,1
1524857821,1,0,1,0,2,1,1
1524857823,1,0,1,0,2,1,1
1524857824,0,0,3,2,2,1,1
1524857913,1,0,1,0,2,2,1
1524857914,0,1,0,1,2,2,0
1524857915,1,0,0,2,1,1,1
1524857916,1,0,1,1,2,1,1
1524857917,0,0,0,1,2,1,1
1524857918,1,1,0,1,2,1,1
1525013201,1,0,1,0,2,2,1
1525013202,1,0,1,0,2,2,1
1525013203,1,0,1,0,2,1,1
1525013204,0,0,0,1,2,1,1
1525013205,1,1,0,1,2,1,1
1525013206,0,1,1,0,2,1,1
1525013519,1,0,1,0,1,1,1
1525013520,1,0,1,0,1,1,1
1525013521,0,0,1,1,2,2,1
1525013523,1,1,0,1,2,1,1
1525013524,1,0,2,2,1,1,1
1525013607,1,0,1,0,2,2,1
1511705905,1,0,0,1,2,1,1
1511705906,1,1,2,0,1,2,1
1511714801,1,0,0,1,1,1,1
1511714803,1,1,1,0,1,1,1
1511714804,1,1,1,1,1,1,1
1511714805,1,0,1,2,1,1,1
1511810201,1,1,1,1,1,1,1
1511810203,1,0,1,1,1,1,1
1511810204,1,0,1,1,1,1,1
1511810205,1,0,1,0,2,1,1
1511810206,1,0,0,1,2,1,1
1512140601,1,0,0,1,1,1,1
1512140602,1,0,0,1,2,1,1
1512140605,1,1,1,1,2,2,1
1512140606,1,0,0,1,1,1,1
1512319701,1,0,0,1,1,2,1
1512319702,1,0,0,1,1,1,1
1512319704,1,0,1,0,1,1,1
1512319705,0,0,0,1,2,1,1
1512390501,1,0,0,1,1,1,1
1512390503,1,0,0,0,2,1,1
1560210021,0,0,0,0,2,1,1
1560210022,0,0,0,1,2,1,1
1560210024,0,1,1,0,2,1,0
1560210701,0,0,1,1,2,1,1
1560210703,1,0,0,1,1,1,1
1560210704,1,0,1,1,1,2,1
1560210705,1,0,1,0,2,1,1
1560210706,1,0,0,3,1,1,1
1560210808,1,0,1,1,1,1,1
1560210809,1,1,1,0,2,1,1
1560210810,0,0,0,1,2,1,1
1560210811,1,1,0,1,2,1,1
1560210812,1,0,0,1,2,1,1
1560210913,1,0,1,1,2,1,1
1560210914,0,1,1,1,2,2,1
1560210915,0,0,0,1,2,1,1
1560210916,0,0,1,0,2,1,1
1560210917,0,1,1,1,2,1,1
1560210918,0,0,1,0,2,1,0
1560249201,0,0,0,1,2,1,1
1560249202,1,0,1,0,2,1,1
1518709203,1,0,0,2,2,1,1
1518709204,1,0,1,1,1,1,1
1518709206,1,0,1,1,1,1,1
1518761601,1,0,1,1,2,1,1
1518761602,1,0,0,1,1,1,1
1518761604,1,0,0,2,1,1,1
1518761605,1,0,0,1,2,1,1
1518761606,1,0,0,1,1,1,1
1519076701,1,0,0,1,1,2,1
1519076702,1,0,0,1,1,2,1
1519076703,1,1,0,2,1,1,1
1519076704,1,0,1,1,1,1,1
1519076705,1,0,0,1,2,1,1
1519179501,1,0,1,1,1,1,1
1519179502,1,0,0,1,1,1,1
1519179503,1,0,1,0,1,1,1
1519179504,0,0,0,0,2,1,0
1519179505,1,0,1,1,2,1,1
1519179506,1,0,1,1,1,1,1
1519732401,1,0,1,1,1,1,1
1519732402,1,0,0,1,1,2,1
1525013608,1,1,1,0,2,1,1
1525013609,1,0,1,0,2,1,1
1525013610,1,0,0,1,2,2,1
1525013611,1,1,0,1,2,1,1
1525013612,1,0,0,1,2,1,1
1525013713,1,1,2,1,2,1,1
1525013714,1,1,0,1,2,1,1
1525013715,1,0,0,2,1,1,1
1525013717,1,0,0,1,2,1,1
1525013718,1,0,0,0,2,1,1
1525403701,1,0,1,0,2,2,1
1525403702,1,0,0,1,2,1,1
1525403703,1,0,1,1,2,1,1
1525403704,0,0,0,1,2,1,0
1525403705,0,0,1,0,2,1,1
1525403706,0,0,0,1,2,2,1
1525519501,1,0,1,1,2,1,1
1525519502,1,0,0,2,2,1,1
1525519504,1,0,1,0,2,2,1
1525519506,1,0,1,0,1,1,1
1525645401,1,0,0,1,2,1,1
1512390504,1,1,0,2,1,1,1
1512390505,0,0,2,0,2,1,1
1512390506,1,0,1,1,2,1,1
1512541401,1,0,0,2,2,1,1
1512541404,1,0,0,1,2,1,1
1512541406,1,0,0,1,1,1,1
1512565301,1,0,0,1,1,2,1
1512565302,1,1,1,0,1,1,1
1512565303,1,0,4,0,1,1,1
1512565304,1,1,0,1,2,1,1
1512565305,1,0,0,2,1,1,1
1512683001,1,0,0,1,1,1,1
1512683002,1,0,1,1,2,1,1
1512683004,1,0,0,2,1,1,1
1512683005,1,0,0,1,2,1,1
1512683006,1,0,0,2,1,1,1
1512686901,1,0,0,1,1,1,1
1512686903,1,0,1,1,1,1,1
1512686905,1,0,0,1,1,1,1
1512686906,1,0,2,1,2,1,1
1512843802,1,0,1,2,1,1,1
1560249202,1,0,2,0,2,1,1
1560249203,1,0,0,0,2,1,1
1560249204,1,0,0,1,2,1,1
1560249205,0,0,1,0,2,1,1
1560249206,1,0,0,1,2,1,0
1560249307,1,0,2,1,2,1,1
1560249308,1,0,1,1,2,2,1
1560249309,0,0,0,0,2,1,1
1560249310,0,0,0,0,2,2,0
1560249311,1,0,1,1,2,1,1
1560249312,1,0,0,1,2,1,1
1560249413,0,0,1,0,2,1,1
1560249414,1,0,0,1,2,1,1
1560249415,0,0,1,0,2,1,0
1560249416,0,0,0,1,2,1,0
1560249417,1,0,0,1,2,1,1
1560249418,1,0,0,1,2,1,1
1560249519,0,0,1,1,2,1,1
1560249520,0,0,0,1,2,1,1
1560249521,1,0,2,0,2,1,1
1560249522,1,0,1,1,2,1,1
1519732404,1,1,0,1,1,2,1
1519732405,1,1,1,1,1,1,1
1520030301,1,0,1,0,2,1,1
1520030302,1,0,0,1,1,1,1
1520030303,1,0,0,1,2,1,1
1520030304,1,0,1,0,1,1,1
1520030305,0,0,0,1,2,1,1
1520045002,1,0,0,1,2,2,1
1520045003,1,1,1,1,2,1,1
1520045004,0,0,0,1,2,1,1
1520045005,0,0,1,1,2,1,1
1520045006,1,0,0,1,1,1,1
1520071902,1,1,0,1,1,1,1
1520071904,1,0,2,1,1,1,1
1520071905,1,0,0,1,2,1,1
1520071906,1,0,1,1,1,2,1
1520202201,1,0,1,1,1,1,1
1520202202,1,0,1,0,2,1,1
1520202203,0,1,1,0,2,1,1
1520202204,1,0,0,1,2,1,1
1520202205,0,0,1,0,2,1,1
1525645402,1,0,1,0,1,1,1
1525645403,1,0,1,1,1,1,1
1525645404,1,0,1,2,2,1,1
1525645405,0,0,0,1,2,1,1
1525645406,1,0,0,1,2,1,1
1525686007,1,0,0,1,2,1,1
1525686008,0,0,0,0,2,1,1
1525686009,1,1,1,0,2,1,1
1525686010,1,0,0,1,2,1,1
1525686011,1,0,1,0,2,1,1
1525686012,1,0,1,0,2,1,1
1525686301,1,0,0,1,2,1,1
1525686303,1,0,0,1,2,1,1
1525686304,1,0,0,1,2,1,1
1525686819,0,0,0,0,2,1,1
1525686820,1,1,0,1,2,1,1
1525686821,1,0,0,1,2,1,1
1525686822,1,0,0,1,2,1,1
1525686823,1,0,0,1,2,1,1
1525686824,1,0,0,1,2,1,1
1525686913,1,0,0,1,2,1,1
1512843804,1,1,1,0,2,1,1
1512843805,1,1,1,0,2,1,1
1512903202,1,0,1,2,1,1,1
1512903204,1,0,0,4,1,1,1
1512903205,1,0,0,1,2,1,1
1512903206,1,1,0,0,1,1,1
1512936601,1,0,0,2,1,1,1
1512936602,1,1,1,0,2,1,1
1512936603,1,0,0,1,1,1,1
1512936604,1,0,1,0,1,1,1
1512936606,0,1,0,0,2,2,0
1513019603,1,0,1,0,1,1,1
1513019604,1,1,1,1,2,1,1
1513019605,1,0,0,1,1,1,1
1513077701,1,0,2,0,2,1,1
1513077702,1,0,0,1,1,1,1
1513077703,1,0,0,2,1,1,1
1513077704,1,0,3,1,1,1,1
1513077705,1,0,2,0,2,1,1
1513077706,1,0,0,1,2,1,1
1513101501,0,1,1,0,1,2,1
1560249523,1,0,0,1,2,1,1
1560249524,1,0,0,1,2,2,1
1560270601,1,0,1,0,2,1,1
1560270602,1,0,0,4,1,1,1
1560270603,0,1,2,0,2,2,1
1560270604,1,0,2,0,1,2,1
1560270605,1,0,0,1,2,1,1
1560270613,1,0,1,1,2,1,1
1560270613,1,0,1,1,2,1,1
1560270614,1,0,0,1,2,1,1
