folioviv,combustible,disp_elect,estufa_chi,,,#NAME?
1161320801,5,1, ,,,
1161320802,3,1, ,,,
1161320803,3,1, ,,,
1161320804,3,1, ,,,
1161320805,3,1, ,,,
1161320921,3,1, ,,,
1161320922,3,1, ,,,
1161320923,3,1, ,,,
1161320924,3,1, ,,,
1161320925,3,1, ,,,
1161335021,3,1, ,,,
1161335022,3,1, ,,,
1161335023,3,1, ,,,
1161335024,3,1, ,,,
1161335211,3,1, ,,,
1161335212,3,1, ,,,
1161335213,3,1, ,,,
1161335214,3,1, ,,,
1161335215,3,1, ,,,
1161335216,3,1, ,,,
1161335217,3,1, ,,,
1161335218,1,1,2,,,
1161335219,1,1,2,,,
1161335220,3,1, ,,,
1161335306,3,1, ,,,
1161335307,3,1, ,,,
1161335308,3,1, ,,,
1161335309,3,1, ,,,
1161335401,3,1, ,,,
1161335402,3,1, ,,,
1161335403,3,1, ,,,
1161335404,3,1, ,,,
1161335405,3,1, ,,,
1161394501,3,1, ,,,
1161394502,3,1, ,,,
1161394503,3,1, ,,,
1161394504,3,1, ,,,
1161394505,3,1, ,,,
1161394506,3,1, ,,,
1161394607,3,1, ,,,
1161394608,3,1, ,,,
1161394609,3,1, ,,,
1161394610,3,1, ,,,
1161394611,3,1, ,,,
1161394612,3,1, ,,,
1161394713,1,1,1,,,
1161394714,3,1, ,,,
1161394715,3,1, ,,,
1161394716,1,1,2,,,
1161394717,3,1, ,,,
1161394718,1,1,2,,,
1161394819,3,1, ,,,
1161394820,3,1, ,,,
1161394822,1,1,2,,,
1161394823,3,1, ,,,
1161394824,3,1, ,,,
1161477021,3,1, ,,,
1161477022,3,1, ,,,
1161477023,1,1,2,,,
1161477024,3,1, ,,,
1161477025,3,1, ,,,
1161477201,3,1, ,,,
1161477202,3,1, ,,,
1161477203,1,1,2,,,
1161477204,3,1, ,,,
1161477205,3,1, ,,,
1161477206,3,1, ,,,
1161477207,3,1, ,,,
1161477209,3,1, ,,,
1161477210,1,1,2,,,
1161477316,5,1, ,,,
1161477317,3,1, ,,,
1161477318,3,1, ,,,
1161477319,3,1, ,,,
1161477320,3,1, ,,,
1161477911,3,1, ,,,
1161477912,3,1, ,,,
1161477913,3,1, ,,,
1161477914,3,1, ,,,
1161477915,3,1, ,,,
1161486401,3,1, ,,,
1161486402,3,1, ,,,
1161486403,3,1, ,,,
1161486404,3,1, ,,,
1161486405,3,1, ,,,
1161486416,3,1, ,,,
1161486417,3,1, ,,,
1161486418,3,1, ,,,
1161486419,3,1, ,,,
1161486420,3,1, ,,,
1161486506,3,1, ,,,
1161486507,3,1, ,,,
1161486508,3,1, ,,,
1161486510,3,1, ,,,
1161486621,3,1, ,,,
1161486622,3,1, ,,,
1161486623,3,1, ,,,
1161486624,3,1, ,,,
1161486625,1,1,1,,,
1161486711,3,1, ,,,
1161486712,3,1, ,,,
1161486713,3,1, ,,,
1161486714,3,1, ,,,
1161486715,3,1, ,,,
1161500006,3,1, ,,,
1161500007,1,1,2,,,
1161500008,3,1, ,,,
1161500009,1,1,2,,,
1161500010,1,1,2,,,
1161500217,3,1, ,,,
1161500218,3,1, ,,,
1161500219,3,1, ,,,
1161500220,3,1, ,,,
1161500221,3,1, ,,,
1161500222,1,1,2,,,
1161500223,3,1, ,,,
1161500224,3,1, ,,,
1161500225,3,1, ,,,
1161500226,3,1, ,,,
1161500811,3,1, ,,,
1161500812,3,1, ,,,
1161500813,3,1, ,,,
1161500814,3,1, ,,,
1161500815,3,1, ,,,
1161500816,3,1, ,,,
1161500901,3,1, ,,,
1161500902,1,1,1,,,
1161500903,3,1, ,,,
1161500904,3,1, ,,,
1161500905,3,1, ,,,
1161521301,3,1, ,,,
1161521302,3,1, ,,,
1161521303,3,1, ,,,
1161521304,3,1, ,,,
1161521305,3,1, ,,,
1161521306,3,1, ,,,
1161521408,3,1, ,,,
1161521409,3,1, ,,,
1161521411,3,1, ,,,
1161521412,3,1, ,,,
1161521514,3,1, ,,,
1161521515,3,1, ,,,
1161521516,3,1, ,,,
1161521517,3,1, ,,,
1161521518,3,4, ,,,
1161521619,3,1, ,,,
1161521621,3,1, ,,,
1161521622,3,1, ,,,
1161521623,3,1, ,,,
1161521624,1,4,1,,,
1161550008,3,1, ,,,
1161550009,3,1, ,,,
1161550010,3,1, ,,,
1161550011,3,1, ,,,
1161550712,3,1, ,,,
1161550713,3,1, ,,,
1161550714,3,1, ,,,
1161550715,3,1, ,,,
1161550716,3,1, ,,,
1161550724,3,1, ,,,
1161550725,3,1, ,,,
1161550726,3,1, ,,,
1161550727,3,1, ,,,
1161550728,1,1,2,,,
1161550801,3,1, ,,,
1161550802,3,1, ,,,
1161550804,3,1, ,,,
1161550805,3,1, ,,,
1161550806,3,1, ,,,
1161550918,3,1, ,,,
1161550919,3,1, ,,,
1161550920,3,1, ,,,
1161550921,3,1, ,,,
1161550922,3,1, ,,,
1161550923,6,1, ,,,
1161589216,3,1, ,,,
1161589217,1,1,2,,,
1161589218,1,1,1,,,
1161589219,1,1,1,,,
1161589220,3,1, ,,,
1161589221,1,1,2,,,
1161589222,1,1,2,,,
1161589223,3,1, ,,,
1161589224,3,1, ,,,
1161589225,1,1,2,,,
1161589301,1,1,2,,,
1161589302,1,1,2,,,
1161589303,1,4,2,,,
1161589304,1,1,2,,,
1161589305,1,4,2,,,
1161589411,3,1, ,,,
1161589412,3,1, ,,,
1161589413,1,1,2,,,
1161589414,1,1,2,,,
1161589415,1,1,2,,,
1161589506,3,1, ,,,
1161589507,3,1, ,,,
1161589508,3,1, ,,,
1161589509,3,1, ,,,
1161589510,3,1, ,,,
1161607601,6,1, ,,,
1161607602,3,1, ,,,
1161607603,3,1, ,,,
1161607604,1,1,1,,,
1161607605,3,1, ,,,
1161607606,3,1, ,,,
1161607707,3,1, ,,,
1161607708,1,1,1,,,
1161607709,3,1, ,,,
1161607710,3,1, ,,,
1161607711,3,1, ,,,
1161607712,3,1, ,,,
1161607813,3,1, ,,,
1161607815,1,1,1,,,
1161607816,3,1, ,,,
1161607817,3,1, ,,,
1161607818,3,1, ,,,
1161607919,3,1, ,,,
1161607920,3,1, ,,,
1161607921,1,1,1,,,
1161607922,3,1, ,,,
1161607923,3,1, ,,,
1161607924,1,1,1,,,
1161696001,3,1, ,,,
1161696002,3,1, ,,,
1161696003,3,1, ,,,
1161696004,3,1, ,,,
1161696005,3,1, ,,,
1161696207,3,1, ,,,
1161696208,3,1, ,,,
1161696209,3,1, ,,,
1161696210,5,1, ,,,
1161696211,3,1, ,,,
1161696212,3,1, ,,,
1161696314,3,1, ,,,
1161696315,3,1, ,,,
1161696316,3,1, ,,,
1161696317,3,1, ,,,
1161696318,3,1, ,,,
1161696419,3,1, ,,,
1161696420,3,1, ,,,
1161696421,3,1, ,,,
1161696422,3,1, ,,,
1161696423,3,1, ,,,
1161701505,1,1,1,,,
1161701506,3,1, ,,,
1161701507,1,1,2,,,
1161701508,3,1, ,,,
1161701513,1,1,2,,,
1161701514,1,1,1,,,
1161701515,1,1,2,,,
1161701516,1,1,2,,,
1161701517,1,1,2,,,
1161701618,1,1,1,,,
1161701619,1,1,2,,,
1161701620,3,1, ,,,
1161701621,1,1,1,,,
1161701622,3,1, ,,,
1161701709,1,1,1,,,
1161701710,1,1,1,,,
1161701711,1,1,2,,,
1161701712,1,1,1,,,
1161701801,1,1,2,,,
1161701802,1,1,2,,,
1161701803,3,1, ,,,
1161701804,3,1, ,,,
1161773007,3,1, ,,,
1161773008,3,1, ,,,
1161773009,3,1, ,,,
1161773010,3,1, ,,,
1161773011,3,1, ,,,
1161773012,1,4,1,,,
1161773213,1,1,2,,,
1161773215,3,1, ,,,
1161773216,1,1,1,,,
1161773217,1,1,2,,,
1161773218,6,1, ,,,
1161773319,1,1,1,,,
1161773321,1,1,1,,,
1161773322,1,1,2,,,
1161773323,3,1, ,,,
1161773324,3,1, ,,,
1161773901,3,1, ,,,
1161773902,3,1, ,,,
1161773903,3,1, ,,,
1161773904,1,1,1,,,
1161773905,1,1,1,,,
1161773906,3,1, ,,,
1161820401,3,1, ,,,
1161820402,3,1, ,,,
1161820403,1,1,1,,,
1161820404,3,1, ,,,
1161820405,1,1,1,,,
1161820411,1,1,2,,,
1161820412,3,1, ,,,
1161820413,1,1,1,,,
1161820414,3,1, ,,,
1161820415,1,1,2,,,
1161820516,1,1,2,,,
1161820517,1,1,2,,,
1161820518,1,1,2,,,
1161820519,2,1,1,,,
1161820606,1,1,2,,,
1161820607,3,1, ,,,
1161820608,3,1, ,,,
1161820609,3,1, ,,,
1161820610,3,1, ,,,
1161820721,3,1, ,,,
1161820722,1,1,2,,,
1161820723,1,1,1,,,
1161820724,1,1,2,,,
1161820725,1,1,1,,,
1200025902,3,1, ,,,
1200025905,3,1, ,,,
1200025906,3,1, ,,,
1200027002,3,4, ,,,
1200027003,3,1, ,,,
1200027004,1,1,2,,,
1200027006,3,1, ,,,
1200034701,3,1, ,,,
1200034705,3,1, ,,,
1200034706,3,1, ,,,
1200093801,3,1, ,,,
1200093802,3,1, ,,,
1200093803,3,1, ,,,
1200093804,3,1, ,,,
1200093805,3,1, ,,,
1200093806,3,1, ,,,
1200122404,3,1, ,,,
1200122406,3,1, ,,,
1200154602,3,1, ,,,
1200154603,3,1, ,,,
1200154604,3,1, ,,,
1200154606,3,1, ,,,
1200160301,3,1, ,,,
1200160303,3,1, ,,,
1200160304,1,1,2,,,
1200161202,3,1, ,,,
1200161203,3,1, ,,,
1200170901,2,1,2,,,
1200170902,3,1, ,,,
1200170903,3,1, ,,,
1200170904,3,1, ,,,
1200170905,3,1, ,,,
1200170906,3,1, ,,,
1200260002,3,1, ,,,
1200276702,3,1, ,,,
1200276703,3,1, ,,,
1200276704,3,1, ,,,
1200276705,3,1, ,,,
1200276706,3,1, ,,,
1200282801,3,1, ,,,
1200282802,3,1, ,,,
1200282803,3,1, ,,,
1200282804,3,1, ,,,
1200282805,3,1, ,,,
1200282806,3,1, ,,,
1200300502,1,1,2,,,
1200300504,3,1, ,,,
1200300506,3,1, ,,,
1200311401,3,1, ,,,
1200311402,3,1, ,,,
1200311404,3,1, ,,,
1200311405,3,1, ,,,
1200324601,3,1, ,,,
1200324602,3,1, ,,,
1200324603,3,1, ,,,
1200324604,3,1, ,,,
1200324606,3,1, ,,,
1200395302,3,1, ,,,
1200395303,3,1, ,,,
1200395304,3,1, ,,,
1200395305,1,1,2,,,
1200395306,3,1, ,,,
1200417201,3,1, ,,,
1200417202,3,1, ,,,
1200417203,3,1, ,,,
1200417204,1,1,2,,,
1200417205,3,4, ,,,
1200466901,3,1, ,,,
1200466902,3,1, ,,,
1200466903,3,1, ,,,
1200466905,3,1, ,,,
1200466906,3,1, ,,,
1200481001,3,1, ,,,
1200481002,3,1, ,,,
1200481005,3,1, ,,,
1200554702,3,1, ,,,
1200554704,3,1, ,,,
1200554705,3,1, ,,,
1200555801,3,1, ,,,
1200555802,3,2, ,,,
1200555803,3,1, ,,,
1200555804,3,2, ,,,
1200555805,3,1, ,,,
1200555806,3,1, ,,,
1200563501,3,1, ,,,
1200563503,3,1, ,,,
1200563504,3,1, ,,,
1200563505,3,1, ,,,
1200570402,3,1, ,,,
1200570404,3,1, ,,,
1200570405,3,1, ,,,
1200570406,3,1, ,,,
1200587602,3,1, ,,,
1200587603,3,1, ,,,
1200587604,3,1, ,,,
1200587605,3,1, ,,,
1200587606,3,1, ,,,
1200608301,3,1, ,,,
1200608302,3,1, ,,,
1200608303,3,1, ,,,
1200608304,3,1, ,,,
1200608305,3,1, ,,,
1200608306,3,1, ,,,
1200623201,3,1, ,,,
1200623202,3,1, ,,,
1200623203,4,1, ,,,
1200623204,3,1, ,,,
1200623205,3,1, ,,,
1200623206,3,1, ,,,
1200715902,3,1, ,,,
1200715904,3,1, ,,,
1200715905,3,1, ,,,
1200715906,3,1, ,,,
1200727001,3,1, ,,,
1200727002,3,1, ,,,
1200727004,3,1, ,,,
1200727005,3,1, ,,,
1200727006,3,1, ,,,
1200742701,3,1, ,,,
1200742704,3,1, ,,,
1200742705,3,1, ,,,
1200748801,3,1, ,,,
1200748803,3,1, ,,,
1200748805,3,1, ,,,
1200778501,3,1, ,,,
1200778502,3,1, ,,,
1200778504,3,1, ,,,
1200784401,3,1, ,,,
1200784403,3,1, ,,,
1200784404,3,1, ,,,
1200784405,3,1, ,,,
1200808601,3,1, ,,,
1200808602,3,1, ,,,
1200808604,3,1, ,,,
1200808605,3,1, ,,,
1200829301,3,1, ,,,
1200829303,3,1, ,,,
1200829304,3,1, ,,,
1200829305,3,1, ,,,
1200844201,3,1, ,,,
1200844202,3,1, ,,,
1200844204,3,1, ,,,
1200844206,3,1, ,,,
1200910901,3,1, ,,,
1200910902,1,1,2,,,
1200910904,3,1, ,,,
1200910905,3,1, ,,,
1200910906,3,1, ,,,
1200951001,1,1,2,,,
1200951003,3,1, ,,,
1200951004,1,1,2,,,
1200951005,3,1, ,,,
1200951006,3,1, ,,,
1200983701,3,1, ,,,
1200983702,3,1, ,,,
1200983703,3,1, ,,,
1200983704,3,1, ,,,
1200983706,3,1, ,,,
1200995801,3,1, ,,,
1200995802,3,1, ,,,
1200995803,3,1, ,,,
1200995805,1,1,2,,,
1200995806,3,1, ,,,
1201000201,3,1, ,,,
1201000202,3,1, ,,,
1201000204,3,1, ,,,
1201000205,1,1,2,,,
1201000206,3,1, ,,,
1201019402,3,1, ,,,
1201019403,3,1, ,,,
1201019404,3,1, ,,,
1201019405,3,1, ,,,
1201019406,3,1, ,,,
1201049601,3,1, ,,,
1201049603,3,1, ,,,
1201049604,3,1, ,,,
1201049605,3,1, ,,,
1201084301,3,1, ,,,
1201084302,4,1, ,,,
1201084303,1,1,2,,,
1201084304,3,1, ,,,
1201084305,3,1, ,,,
1201084306,3,1, ,,,
1201086201,3,1, ,,,
1201086202,1,1,2,,,
1201086204,3,1, ,,,
1201086205,3,1, ,,,
1201086206,3,1, ,,,
1201154901,3,1, ,,,
1201154902,3,1, ,,,
1201154903,1,1,2,,,
1201154904,3,1, ,,,
1201154905,3,1, ,,,
1201154906,3,1, ,,,
1201163001,3,1, ,,,
1201163002,3,1, ,,,
1201163005,3,1, ,,,
1201163006,3,1, ,,,
1201176301,3,1, ,,,
1201176303,3,1, ,,,
1201176304,3,1, ,,,
1201176306,3,1, ,,,
1201177802,3,1, ,,,
1201177803,3,1, ,,,
1201177804,5,1, ,,,
1201177805,3,1, ,,,
1201177806,3,1, ,,,
1201210501,3,1, ,,,
1201210502,3,1, ,,,
1201210503,3,1, ,,,
1201210504,3,1, ,,,
1201304401,3,1, ,,,
1201304405,3,1, ,,,
1201304406,3,1, ,,,
1201328601,3,1, ,,,
1201328602,3,1, ,,,
1201328603,3,1, ,,,
1201328604,3,1, ,,,
1201328606,3,1, ,,,
1201334301,3,1, ,,,
1201334302,3,1, ,,,
1201334304,3,1, ,,,
1201334305,3,1, ,,,
1201334306,3,1, ,,,
1201340201,1,1,2,,,
1201340202,3,1, ,,,
1201340203,3,1, ,,,
1201340204,3,1, ,,,
1201340205,3,1, ,,,
1201340206,3,1, ,,,
1201350901,3,1, ,,,
1201350902,3,1, ,,,
1201350904,1,1,2,,,
1201350905,3,1, ,,,
1201350906,3,1, ,,,
1201367001,3,1, ,,,
1201367002,3,1, ,,,
1201367003,3,1, ,,,
1201367004,3,1, ,,,
1201367005,3,1, ,,,
1201367006,3,1, ,,,
1201375701,3,1, ,,,
1201375702,1,1,2,,,
1201375703,3,1, ,,,
1201375704,3,1, ,,,
1201375705,1,1,2,,,
1201375706,3,1, ,,,
1201394801,3,1, ,,,
1201394802,3,1, ,,,
1201394803,1,1,2,,,
1201394804,3,1, ,,,
1201394805,3,1, ,,,
1201394806,3,1, ,,,
1201421501,3,1, ,,,
1201421502,3,1, ,,,
1201421504,3,1, ,,,
1201421506,3,1, ,,,
1201452401,3,1, ,,,
1201452402,3,1, ,,,
1201452403,3,1, ,,,
1201452404,3,1, ,,,
1201452405,3,1, ,,,
1201452406,3,1, ,,,
1201467603,3,1, ,,,
1201467604,3,1, ,,,
1201467605,3,1, ,,,
1201467606,3,1, ,,,
1201483303,3,1, ,,,
1201483304,3,1, ,,,
1201483306,3,1, ,,,
1201491203,3,1, ,,,
1201491205,3,1, ,,,
1201491206,3,1, ,,,
1201581901,3,1, ,,,
1201581902,3,1, ,,,
1201581904,3,1, ,,,
1201581905,3,1, ,,,
1201581906,3,1, ,,,
1201626001,3,1, ,,,
1201626002,3,1, ,,,
1201626005,3,1, ,,,
1201626006,3,1, ,,,
1201651701,3,1, ,,,
1201651702,3,1, ,,,
1201651704,3,1, ,,,
1201665801,3,1, ,,,
1201665803,3,1, ,,,
1201665805,3,1, ,,,
1201665806,3,1, ,,,
1201691501,3,1, ,,,
1201691502,3,1, ,,,
1201691503,1,1,2,,,
1201691504,1,1,2,,,
1201691505,3,1, ,,,
1201691506,1,1,2,,,
1201702401,3,1, ,,,
1201702402,3,1, ,,,
1201702405,3,1, ,,,
1201702406,3,1, ,,,
1201771701,3,1, ,,,
1201771702,3,1, ,,,
1201771704,3,1, ,,,
1201771705,3,1, ,,,
1201771706,3,1, ,,,
1201796301,3,1, ,,,
1201796302,3,1, ,,,
1201796303,3,1, ,,,
1201796305,3,1, ,,,
1201796306,3,1, ,,,
1201967202,3,1, ,,,
1201967203,3,1, ,,,
1201967204,3,1, ,,,
1201967206,3,1, ,,,
1201981001,3,1, ,,,
1201981002,3,1, ,,,
1201981004,3,1, ,,,
1201981005,3,1, ,,,
1201981006,3,1, ,,,
1202042701,3,1, ,,,
1202042703,3,1, ,,,
1202042704,3,1, ,,,
1202042705,3,1, ,,,
1202042706,3,1, ,,,
1202053601,3,1, ,,,
1202053602,3,1, ,,,
1202053603,3,1, ,,,
1202053604,3,1, ,,,
1202053605,3,1, ,,,
1202053606,5,1, ,,,
1202178501,4,1, ,,,
1202178502,4,1, ,,,
1202178503,4,1, ,,,
1202178504,4,1, ,,,
1202178505,4,1, ,,,
1202178506,4,1, ,,,
1202200401,3,1, ,,,
1202200403,3,1, ,,,
1202254601,3,1, ,,,
1202254602,3,1, ,,,
1202254604,3,1, ,,,
1202254606,3,1, ,,,
1202260301,3,1, ,,,
1202260302,3,1, ,,,
1202260303,1,1,2,,,
1202260304,1,1,2,,,
1202260305,3,1, ,,,
1202260306,3,1, ,,,
1202298203,3,1, ,,,
1202298204,3,1, ,,,
1202298205,3,1, ,,,
1202298206,3,1, ,,,
1202300903,3,1, ,,,
1202300904,3,1, ,,,
1202300906,3,1, ,,,
1202311001,3,1, ,,,
1202311003,3,1, ,,,
1202311005,3,1, ,,,
1202311006,3,1, ,,,
1202333701,3,1, ,,,
1202333702,3,1, ,,,
1202333704,3,1, ,,,
1202333705,3,1, ,,,
1202333706,3,1, ,,,
1202355801,1,1,2,,,
1202355802,1,1,2,,,
1202355803,3,1, ,,,
1202355804,3,1, ,,,
1202355805,3,1, ,,,
1202406501,3,1, ,,,
1202406502,1,1,2,,,
1202406503,3,1, ,,,
1202406504,3,1, ,,,
1202406505,3,1, ,,,
1202406506,3,1, ,,,
1202431401,3,1, ,,,
1202431402,3,1, ,,,
1202431403,3,1, ,,,
1202431404,3,1, ,,,
1202431405,3,1, ,,,
1202431406,3,1, ,,,
1202450601,3,1, ,,,
1202450603,3,1, ,,,
1202450605,3,1, ,,,
1202450606,3,1, ,,,
1202459301,3,1, ,,,
1202459302,3,1, ,,,
1202459303,3,1, ,,,
1202459304,1,1,2,,,
1202459305,3,1, ,,,
1202459306,3,1, ,,,
1202464201,3,1, ,,,
1202464202,3,1, ,,,
1202464203,3,1, ,,,
1202464204,3,1, ,,,
1202464205,3,1, ,,,
1202501901,3,1, ,,,
1202501902,3,1, ,,,
1202501903,3,1, ,,,
1202501904,1,1,2,,,
1202501905,3,1, ,,,
1202501906,1,1,2,,,
1202512003,3,1, ,,,
1202512004,3,1, ,,,
1202512006,3,1, ,,,
1202572703,3,1, ,,,
1202572704,3,1, ,,,
1202572705,3,1, ,,,
1202572706,4,1, ,,,
1202586801,3,1, ,,,
1202586802,3,1, ,,,
1202586803,3,1, ,,,
1202586805,3,1, ,,,
1202586806,3,1, ,,,
1202588501,4,1, ,,,
1202588502,3,1, ,,,
1202588505,3,1, ,,,
1202601401,3,1, ,,,
1202601403,3,1, ,,,
1202601404,3,1, ,,,
1202612601,3,1, ,,,
1202612602,3,1, ,,,
1202612603,3,1, ,,,
1202612604,3,1, ,,,
1202657301,2,1,2,,,
1202657302,3,1, ,,,
1202657303,3,1, ,,,
1202657304,3,1, ,,,
1202657305,3,4, ,,,
1202657306,3,1, ,,,
1202782201,3,1, ,,,
1202782202,3,1, ,,,
1202782203,3,1, ,,,
1202782204,3,1, ,,,
1202782205,3,1, ,,,
1202782206,1,1,2,,,
1202813901,3,1, ,,,
1202813902,3,1, ,,,
1202813903,3,1, ,,,
1202813904,3,1, ,,,
1202813905,3,1, ,,,
1202824201,3,1, ,,,
1202824202,3,1, ,,,
1202824203,3,1, ,,,
1202824206,3,1, ,,,
1202841601,1,1,2,,,
1202841602,3,1, ,,,
1202841604,3,1, ,,,
1202841605,3,1, ,,,
1202841606,1,1,2,,,
1202862801,3,1, ,,,
1202862802,3,1, ,,,
1202862804,3,1, ,,,
1202862806,3,1, ,,,
1202909501,3,1, ,,,
1202909502,3,1, ,,,
1202909506,3,1, ,,,
1202943402,3,1, ,,,
1202943403,3,1, ,,,
1202943404,3,1, ,,,
1202943405,3,1, ,,,
1202943406,3,1, ,,,
1203013213,3,1, ,,,
1203013214,3,1, ,,,
1203013215,3,1, ,,,
1203013216,3,1, ,,,
1203013218,1,1,2,,,
1203013307,3,1, ,,,
1203013308,3,1, ,,,
1203013309,3,1, ,,,
1203013310,3,1, ,,,
1203013311,3,1, ,,,
1203013312,3,1, ,,,
1203013601,3,1, ,,,
1203013602,3,1, ,,,
1203013603,3,1, ,,,
1203013604,3,1, ,,,
1203013605,3,1, ,,,
1203013919,1,1,1,,,
1203013922,3,1, ,,,
1203013923,3,1, ,,,
1203013924,3,1, ,,,
1203024001,1,1,2,,,
1203024002,3,1, ,,,
1203024003,3,1, ,,,
1203024004,1,1,2,,,
1203024005,1,1,2,,,
1203024006,1,1,2,,,
1203024519,1,1,2,,,
1203024520,1,1,2,,,
1203024521,3,1, ,,,
1203024522,1,1,2,,,
1203024524,1,1,2,,,
1203024707,1,1,2,,,
1203024708,1,1,2,,,
1203024709,1,1,2,,,
1203024710,3,1, ,,,
1203024711,3,1, ,,,
1203024813,1,1,2,,,
1203024814,1,1,2,,,
1203024815,1,1,2,,,
1203024816,1,1,2,,,
1203024817,1,1,2,,,
1203024818,1,1,2,,,
1203127219,3,1, ,,,
1203127220,3,1, ,,,
1203127221,1,1,2,,,
1203127222,1,1,2,,,
1203127223,1,1,2,,,
1203127224,3,1, ,,,
1203127315,2,1,2,,,
1203127316,1,1,2,,,
1203127317,1,1,2,,,
1203127318,3,1, ,,,
1203127401,3,1, ,,,
1203127403,3,1, ,,,
1203127404,3,1, ,,,
1203127405,3,1, ,,,
1203127406,1,1,2,,,
1203127607,3,1, ,,,
1203127608,3,1, ,,,
1203127609,3,1, ,,,
1203127610,3,1, ,,,
1203127611,3,1, ,,,
1203127612,3,1, ,,,
1203166008,3,1, ,,,
1203166009,3,1, ,,,
1203166010,3,1, ,,,
1203166011,3,1, ,,,
1203166012,3,1, ,,,
1203166713,3,1, ,,,
1203166714,3,1, ,,,
1203166715,3,1, ,,,
1203166716,3,1, ,,,
1203166717,3,1, ,,,
1203166718,3,1, ,,,
1203166819,3,1, ,,,
1203166820,3,1, ,,,
1203166821,3,1, ,,,
1203166822,3,1, ,,,
1203166823,3,1, ,,,
1203166824,3,1, ,,,
1203166901,3,1, ,,,
1203166902,3,1, ,,,
1203166904,3,1, ,,,
1203166905,3,1, ,,,
1203251407,3,1, ,,,
1203251408,1,1,2,,,
1203251409,3,1, ,,,
1203251410,3,1, ,,,
1203251411,1,1,2,,,
1203251412,3,1, ,,,
1203251502,3,1, ,,,
1203251503,3,1, ,,,
1203251504,3,1, ,,,
1203251506,3,1, ,,,
1203251613,3,1, ,,,
1203251614,3,1, ,,,
1203251615,3,1, ,,,
1203251616,3,1, ,,,
1203251617,3,1, ,,,
1203251819,1,1,2,,,
1203251820,3,1, ,,,
1203251823,3,1, ,,,
1203254013,1,1,2,,,
1203254014,1,1,2,,,
1203254015,6,1, ,,,
1203254017,3,1, ,,,
1203254018,3,1, ,,,
1203254201,3,1, ,,,
1203254202,3,1, ,,,
1203254203,3,1, ,,,
1203254204,3,1, ,,,
1203254206,3,1, ,,,
1203254719,3,5, ,,,
1203254720,3,1, ,,,
1203254721,3,1, ,,,
1203254722,3,1, ,,,
1203254723,3,1, ,,,
1203254907,3,1, ,,,
1203254908,3,1, ,,,
1203254909,3,1, ,,,
1203254910,3,1, ,,,
1203254911,1,1,2,,,
1203254912,3,1, ,,,
1203386413,3,1, ,,,
1203386414,3,1, ,,,
1203386415,3,1, ,,,
1203386418,3,1, ,,,
1203386507,3,1, ,,,
1203386509,3,1, ,,,
1203386510,3,1, ,,,
1203386511,3,1, ,,,
1203386512,3,1, ,,,
1203386620,3,1, ,,,
1203386622,3,1, ,,,
1203386801,3,1, ,,,
1203386803,3,1, ,,,
1203386804,3,1, ,,,
1203386805,3,1, ,,,
1203414019,3,1, ,,,
1203414020,3,1, ,,,
1203414021,3,1, ,,,
1203414022,3,1, ,,,
1203414023,3,1, ,,,
1203414024,3,1, ,,,
1203414301,3,1, ,,,
1203414302,1,1,2,,,
1203414303,3,1, ,,,
1203414304,3,1, ,,,
1203414305,1,1,2,,,
1203414306,3,1, ,,,
1203414507,3,1, ,,,
1203414508,3,1, ,,,
1203414509,1,1,2,,,
1203414510,3,1, ,,,
1203414511,3,1, ,,,
1203414512,3,1, ,,,
1203414914,3,1, ,,,
1203414915,3,1, ,,,
1203414916,3,1, ,,,
1203414917,3,1, ,,,
1203543420,3,1, ,,,
1203543421,3,1, ,,,
1203543422,3,1, ,,,
1203543423,3,1, ,,,
1203543424,3,1, ,,,
1203543514,3,1, ,,,
1203543516,3,1, ,,,
1203543517,3,1, ,,,
1203543701,1,1,2,,,
1203543702,3,1, ,,,
1203543704,3,1, ,,,
1203543705,3,1, ,,,
1203543706,3,1, ,,,
1203543807,3,1, ,,,
1203543808,3,1, ,,,
1203543809,3,1, ,,,
1203543810,3,2, ,,,
1203543811,3,1, ,,,
1203543812,3,1, ,,,
1203573213,3,1, ,,,
1203573214,3,1, ,,,
1203573215,3,1, ,,,
1203573216,3,1, ,,,
1203573218,3,1, ,,,
1203573308,3,1, ,,,
1203573309,3,1, ,,,
1203573310,3,1, ,,,
1203573312,3,1, ,,,
1203573601,3,1, ,,,
1203573602,3,1, ,,,
1203573603,3,1, ,,,
1203573604,3,1, ,,,
1203573605,3,1, ,,,
1203573606,3,1, ,,,
1203573920,3,1, ,,,
1203573922,3,1, ,,,
1203573923,3,1, ,,,
1203573924,3,1, ,,,
1203582002,3,1, ,,,
1203582003,1,1,2,,,
1203582004,3,1, ,,,
1203582005,3,1, ,,,
1203582006,1,1,2,,,
1203582519,3,1, ,,,
1203582521,3,1, ,,,
1203582522,1,1,2,,,
1203582523,3,1, ,,,
1203582524,3,1, ,,,
1203582707,3,1, ,,,
1203582708,3,1, ,,,
1203582709,3,1, ,,,
1203582710,1,1,2,,,
1203582711,1,1,2,,,
1203582712,3,1, ,,,
1203582813,1,1,2,,,
1203582815,3,1, ,,,
1203582816,3,1, ,,,
1203582817,1,1,2,,,
1203582818,3,1, ,,,
1203709002,1,1,2,,,
1203709003,1,1,2,,,
1203709004,6,1, ,,,
1203709005,3,1, ,,,
1203709006,1,1,2,,,
